query,answer,response,eval_scores,guardrails_triggered,judge_ruling,judge_reasoning
can infants under 2 fly free on my lap? any age limits?,"Yes. Infants under 2 can fly free on an adult’s lap, but the infant must be at least 7 days old. Adults traveling with lap infants may also bring a second personal item, such as a diaper bag, at no charge. Note that children 2 and older need their own seat and ticket.","Infants under 2 years old can travel for free on your lap with Frontier Airlines. However, a birth certificate may be requested for age verification. Only one lap infant is allowed per adult. If you are traveling alone with two infants, one must have a paid seat and be secured in an FAA-approved car seat.","{""query_ease"": 0.9965174059428357, ""brand_safety"": 0.9965174129363134, ""trustworthiness"": 0.9989999221445016, ""topic_restriction"": 0.9965174129364726, ""context_sufficiency"": 0.9965174129356908, ""suspicious_activity"": 0.9965174129329546, ""response_helpfulness"": 0.9965174122869083, ""response_groundedness"": 0.9965174129360865}",[],pass,"The agent output directly answers the query by stating that infants under 2 can travel free on an adult’s lap and adds relevant operational details (age verification, one lap infant per adult, requirement for a paid seat and car seat if traveling with two infants alone). It does not contradict the expected answer (which adds the 7-day minimum, diaper-bag allowance, and that children 2+ need their own seat). Omissions of those additional details do not count as contradictions. Therefore the output meets the criteria."
how do i change my flight online?,"To change your flight on the Frontier website: go to the Frontier Airlines website, hover over My Trips and Travel Info and select Manage Trip, enter your Last Name and Confirmation Code, then select Change Flights and follow the prompts. Note that change fees may apply unless you purchased a qualifying bundle or have Elite status, and you may still need to pay any fare difference even if no change fee applies.","To change your flight online with Frontier Airlines, you can use either the website or the mobile app. Here's how:

**On the Website:**
1. Visit the Frontier Airlines website.
2. Hover over ""My Trips"" and ""Travel Info"" and select ""Manage Trip.""
3. Enter your Last Name and Confirmation Code.
4. Select ""Change Flights"" and follow the prompts to make your changes.

**In the Mobile App:**
1. Open the Frontier app.
2. Go to ""My Trips.""
3. Tap ""Manage My Booking"" for the flight you want to change.
4. Select the ""Change Flight"" menu at the bottom of the screen.
5. Follow the prompts to complete your changes.

Please note that change fees may apply unless you have a qualifying bundle or Elite status. Additionally, you may need to pay any fare difference.","{""query_ease"": 0.9964935545705873, ""brand_safety"": 0.9965174129357653, ""trustworthiness"": 0.9989994626236941, ""topic_restriction"": 0.9965174129368247, ""context_sufficiency"": 0.9965174129354806, ""suspicious_activity"": 0.9965174129377714, ""response_helpfulness"": 0.9965174125896346, ""response_groundedness"": 0.9965174129355163}",[],pass,"The agent output directly answers the query by giving clear website instructions that match the expected answer (visit the Frontier site, hover over My Trips and Travel Info, select Manage Trip, enter Last Name and Confirmation Code, select Change Flights and follow prompts). It also includes the note about change fees and possible fare differences. The response does not contradict the expected answer and provides additional relevant mobile app steps (permitted). Therefore it meets all criteria."
what info do i need to view my boarding pass in the app and can i skip the airport line if i only have a carry on?,"To view your boarding pass in the Frontier app open the app, tap My Trip, enter your Last Name and your Confirmation Code (the code is 6 characters and is a combination of letters and numbers), then click Search. Your itinerary will be shown and the boarding pass becomes available after you check in. If you have your mobile boarding pass and are not checking a bag (or only have a carry-on), you can skip the airport line and head straight to the gate.","To view your boarding pass in the Frontier Airlines app, you need to:

1. Open the Frontier Airlines App.
2. Click on **My Trip**.
3. Enter your **Last Name** and **Confirmation Code** (a 6-character combination of letters and numbers).
4. Click **Search** to access your itinerary and boarding pass after you check in.

If you have your mobile boarding pass and are only carrying a carry-on, you can skip the airport line and head straight to the gate.","{""query_ease"": 0.9965156844329441, ""brand_safety"": 0.9965174126969182, ""trustworthiness"": 0.9989999732025197, ""topic_restriction"": 0.9965174129181387, ""context_sufficiency"": 0.9965174129353785, ""suspicious_activity"": 0.9965174129383207, ""response_helpfulness"": 0.9965173998710356, ""response_groundedness"": 0.9965174129357067}",[],pass,"The agent output directly answers the query, listing the steps to view the boarding pass in the Frontier app (Open app → My Trip → Last Name + 6-character Confirmation Code → Search) and noting the boarding pass is available after check-in. It also correctly states that with a mobile boarding pass and only a carry-on you can skip the airport line and go to the gate. This matches the expected answer and contains no contradictions."
how do i get my mobile boarding pass?,"Download the free Frontier Airlines mobile app (iOS or Android), open the app and go to My Trip. Enter your Last Name and your Confirmation Code (6 characters, letters and numbers) and click Search. Your itinerary will appear and the boarding pass will be available after you check in.","To get your mobile boarding pass with Frontier Airlines, follow these steps:

1. **Download the App**: Ensure you have the Frontier Airlines app installed on your mobile device. It's available for free on both [iOS](https://itunes.apple.com/us/app/frontier-airlines/id1041410548?mt=8) and [Android](https://play.google.com/store/apps/details?id=com.flyfrontier.android&hl=en).

2. **Check-In**: Use the app to check in for your flight. 

3. **Access Your Boarding Pass**:
   - Open the Frontier Airlines app.
   - Tap on **My Trip**.
   - Enter your **Last Name** and **Confirmation Code** (a 6-character combination of letters and numbers).
   - Tap **Search** to view your itinerary and access your boarding pass.

Once you have your mobile boarding pass, if you're not checking a bag and only have a carry-on, you can proceed directly to the gate.","{""query_ease"": 0.9965156844332901, ""brand_safety"": 0.9965174129358014, ""trustworthiness"": 0.9989996770664386, ""topic_restriction"": 0.996517412937591, ""context_sufficiency"": 0.9965174129356844, ""suspicious_activity"": 0.996517412936302, ""response_helpfulness"": 0.9965174129164418, ""response_groundedness"": 0.9965174129355627}",[],pass,"The agent output directly answers the query by giving clear, correct steps to obtain a Frontier Airlines mobile boarding pass: download the free Frontier app (iOS or Android), open the app and use My Trip, enter Last Name and the 6-character Confirmation Code, click Search, and check in to access the boarding pass. This matches the expected answer and contains no contradictions."
what payment methods can i use for inflight purchases? which cards and mobile wallets are accepted and is cash allowed?,"For inflight purchases Frontier accepts most major credit cards and mobile wallets. The accepted credit cards are Visa, MasterCard, Discover, and American Express. Accepted mobile payment options are Apple Pay, Google Pay, and Samsung Pay. Cash is not accepted for any inflight purchases. For details on what is sold onboard, check the Inflight Menu: https://www.flyfrontier.com/about-us/inflight-service/.","For inflight purchases on Frontier Airlines, you can use most major credit cards and mobile payment options. Accepted payment methods include:

- Credit Cards: Visa, MasterCard, Discover, and American Express
- Mobile Wallets: Apple Pay, Google Pay, and Samsung Pay

Please note that cash is not accepted for any inflight purchases.","{""query_ease"": 0.9965174121987687, ""brand_safety"": 0.9965174129358532, ""trustworthiness"": 0.9989997996053825, ""topic_restriction"": 0.9965174129366858, ""context_sufficiency"": 0.9965174129354545, ""suspicious_activity"": 0.9965174129392357, ""response_helpfulness"": 0.9965174129210365, ""response_groundedness"": 0.9965174129353757}",[],pass,"The agent output directly answers the query, listing accepted credit cards (Visa, MasterCard, Discover, American Express), accepted mobile wallets (Apple Pay, Google Pay, Samsung Pay), and stating cash is not accepted. This matches the expected answer and does not contradict it, so it meets all criteria."
can i start merging my duplicate miles accounts online or do i have to call and what is the chat link?,You can initiate the merge either by phone or online chat. Contact Frontier by calling 801-401-9000 or start the process using their Chat with Us page at https://www.flyfrontier.com/chat-with-us/.,"To merge your duplicate FRONTIER Miles accounts, you can either call Frontier Airlines at 801-401-9000 or use their online chat service. Here is the [Chat with Us](https://www.flyfrontier.com/chat-with-us/) link to start the process online.","{""query_ease"": 0.9965173266717298, ""brand_safety"": 0.9965174129358427, ""trustworthiness"": 0.998999738335879, ""topic_restriction"": 0.9965174129372808, ""context_sufficiency"": 0.9965174059422574, ""suspicious_activity"": 0.9965174129365734, ""response_helpfulness"": 0.9965174129115948, ""response_groundedness"": 0.996517412935407}",[],pass,"The agent's output directly answers the query: it states you can merge Frontier Miles accounts by phone or online chat, provides the phone number 801-401-9000, and includes the Chat with Us link (https://www.flyfrontier.com/chat-with-us/). This matches the expected answer and contains no contradictions. Therefore it meets all criteria."
how do i merge duplicate frontier miles accounts?,"If you have duplicate FRONTIER Miles accounts, Frontier can help merge them. To start the process, give them a call at 801-401-9000 or use their Chat with Us service to initiate the merge.","To merge duplicate Frontier Miles accounts, you can either call Frontier Airlines at 801-401-9000 or use their [online chat service](https://www.flyfrontier.com/chat-with-us/) to initiate the process.","{""query_ease"": 0.9965174122877309, ""brand_safety"": 0.9965174129363057, ""trustworthiness"": 0.9989996668548728, ""topic_restriction"": 0.9965174129357738, ""context_sufficiency"": 0.9965174050118726, ""suspicious_activity"": 0.9965174129373278, ""response_helpfulness"": 0.9965171476755228, ""response_groundedness"": 0.996517412935461}",[],pass,"The agent output directly answers the query by instructing to call Frontier at 801-401-9000 or use their online chat to initiate merging duplicate Frontier Miles accounts, which matches the expected answer. It attempts to answer and does not contradict the expected information."
"my baby is 10 months old, can they fly in a car seat on my lap or do i need to buy a seat? are there age limits?","A 10‑month‑old meets Frontier’s infant age requirement (infants must be at least 7 days old and under 2 years). However, lap infants do not use car seats onboard and do not get their own seat. If you want your baby to travel in a car seat, you must purchase a separate seat for them, and the car seat must be FAA‑approved for aircraft use. Also note only one lap infant is allowed per adult.","Your 10-month-old can fly for free on your lap, as infants under 2 years old are allowed to travel this way. However, they will not have their own seat or be able to use a car seat onboard unless you purchase a separate seat for them. If you choose to buy a seat for your baby, the car seat must be FAA-approved for aircraft use. Only one lap infant is allowed per adult.","{""query_ease"": 0.9965174117212661, ""brand_safety"": 0.9965174129238484, ""trustworthiness"": 0.9837944040149867, ""topic_restriction"": 0.9964439370494801, ""context_sufficiency"": 0.9965174129353994, ""suspicious_activity"": 0.9965174129375786, ""response_helpfulness"": 0.9965174129304013, ""response_groundedness"": 0.9965174129356905}",[],pass,"The agent output attempts to answer the question and correctly states that a 10-month-old can travel as a lap infant (under 2 years), that lap infants do not use car seats or have their own seat unless a separate seat is purchased, that a car seat used must be FAA‑approved, and that only one lap infant is allowed per adult. This does not contradict the expected answer; the omission of the 7‑day minimum is permissible under the evaluation criteria."
"if my bag is exactly 40 lbs or 40.5 lbs, will i still get the free checked bag or be charged?","Bags weighing up to 40 lbs are covered by the free checked bag benefit, so an exactly 40 lb bag is included. Any bag that exceeds 40 lbs (e.g., 40.1 lbs or 40.5 lbs) will incur overweight or oversize fees.","The free checked bag benefit covers bags weighing up to 40 lbs. If your bag weighs 40.5 lbs, it would exceed this limit and you would incur overweight fees.","{""query_ease"": 0.9965132665180967, ""brand_safety"": 0.9964963575347555, ""trustworthiness"": 0.9837894208952737, ""topic_restriction"": 0.9965174106697148, ""context_sufficiency"": 0.9965113764137585, ""suspicious_activity"": 0.9965174129385532, ""response_helpfulness"": 0.9965156844449268, ""response_groundedness"": 0.9965174129365361}",[],pass,The agent output states that the free checked bag benefit covers bags weighing up to 40 lbs (which includes exactly 40 lbs) and that a 40.5 lb bag exceeds the limit and would incur overweight fees. That aligns with the expected answer and does not contradict it. The output attempts to answer the user's question directly. Therefore it meets the criteria.
what is the weight limit for the free checked bag benefit?,The free checked bag benefit covers bags weighing up to 40 lbs. Bags exceeding 40 lbs will incur overweight or oversize fees.,"The free checked bag benefit covers bags weighing up to 40 lbs. If your bag exceeds this weight limit, it will incur overweight or oversize fees.","{""query_ease"": 0.99378979488999, ""brand_safety"": 0.9965174059448655, ""trustworthiness"": 0.9989998710865092, ""topic_restriction"": 0.9965141835019725, ""context_sufficiency"": 0.996517412935603, ""suspicious_activity"": 0.9965174129383703, ""response_helpfulness"": 0.9965173934577585, ""response_groundedness"": 0.9965174129359271}",[],pass,"The agent's output explicitly states the free checked bag benefit covers bags up to 40 lbs and that bags exceeding this weight will incur overweight/oversize fees, which matches the expected answer and contains no contradictions."
